District,Province,Year,Broadband Internet Score,Mobile Internet Score,Key Structure Internet Access Score,Accessibility to Hospitals Score,Accessibility to Schools Score,Railway Heatwave Score,Road Heatwave Score,Road Flood Score,Railway Flood Score,Emissions Normalized Score,Air Quality Score,Deforestation Score,Emissions Score,Luminosity per Capita Score,Luminosity per Area Score,Built Area Development Score,Tourism Score,Agricultural Land Score,Infrastructure Score,Livability Score,Prosperity Score,canonical_Province,canonical_District,local_taxes,fees_charges,licences,levies,permits,com_ventures,total_OSR,osr_source_Province,osr_source_District,osr_match_status,osr_match_notes
Chingola,Copperbelt,2025,44.0,95.0,84.0,41.0,41.0,4.0,16.0,14.000000000000002,1.0,31.0,23.0,51.0,43.0,6.0,89.0,19.0,92.0,24.0,61.0,22.88,46.0,Copperbelt,Chingola,,,,,,,,,,no_osr_for_year,
Chinsali,Muchiga,2025,44.0,39.0,84.0,89.0,87.0,53.0,59.0,14.000000000000002,51.0,61.0,71.0,20.0,59.0,41.0,19.0,29.0,45.0,40.0,68.6,48.5,34.8,Muchinga,Chinsali,,,,,,,,,,no_osr_for_year,
Chipangali,Eastern,2025,44.0,74.0,32.0,99.0,93.0,53.0,3.0,59.0,51.0,59.0,88.0,90.0,67.0,9.0,18.0,78.0,45.0,60.0,68.4,58.75,42.0,Eastern,Chipangali,,,,,,,,,,no_osr_for_year,
Chipata,Eastern,2025,98.0,83.0,84.0,87.0,85.0,0.0,14.000000000000002,17.0,51.0,50.0,83.0,89.0,59.0,1.0,87.0,17.0,98.0,67.0,87.4,45.38,54.0,Eastern,Chipata,,,,,,,,,,no_osr_for_year,
Chipili,Luapula,2025,44.0,7.000000000000001,84.0,84.0,84.0,53.0,2.0,10.0,51.0,25.0,27.0,23.0,27.0,67.0,15.0,40.0,45.0,9.0,60.6,27.25,35.2,Luapula,Chipili,,,,,,,,,,no_osr_for_year,
Chirundu,Lusaka,2025,44.0,67.0,84.0,41.0,41.0,53.0,13.0,2.0,51.0,61.0,42.0,97.0,72.0,26.0,82.0,75.0,45.0,61.0,55.4,48.88,57.8,Lusaka,Chirundu,,,,,,,,,,no_osr_for_year,
Chisamba,Central,2025,44.0,65.0,32.0,41.0,41.0,3.0,11.0,16.0,51.0,63.0,38.0,89.0,63.0,46.0,82.0,63.0,97.0,88.0,44.6,41.75,75.2,Central,Chisamba,,,,,,,,,,no_osr_for_year,
Chitambo,Central,2025,44.0,89.0,32.0,41.0,93.0,53.0,12.0,11.0,51.0,64.0,90.0,33.0,54.0,78.0,17.0,71.0,95.0,54.0,59.8,46.0,63.0,Central,Chitambo,,,,,,,,,,no_osr_for_year,
Choma,Southern,2025,44.0,83.0,32.0,90.0,41.0,1.0,12.0,59.0,51.0,59.0,45.0,74.0,57.99999999999999,24.0,80.0,3.0,96.0,84.0,58.0,44.88,57.4,Southern,Choma,,,,,,,,,,no_osr_for_year,
Chongwe,Lusaka,2025,44.0,88.0,32.0,41.0,86.0,4.0,15.0,13.0,51.0,44.0,22.0,68.0,50.0,21.0,94.0,76.0,99.0,74.0,58.2,33.38,72.8,Lusaka,Chongwe,,,,,,,,,,no_osr_for_year,
Gwembe,Southern,2025,93.0,49.0,32.0,41.0,98.0,53.0,4.0,1.0,51.0,71.0,42.0,81.0,72.0,51.0,41.0,43.0,92.0,52.0,62.6,46.88,55.8,Southern,Gwembe,,,,,,,,,,no_osr_for_year,
Ikelenge,North-Western,2025,93.0,17.0,32.0,99.0,96.0,53.0,59.0,59.0,51.0,69.0,37.0,46.0,73.0,40.0,1.0,27.0,92.0,14.000000000000002,67.4,55.88,34.8,North-Western,Ikelenge,,,,,,,,,,no_osr_for_year,
Isoka,Muchiga,2025,44.0,28.000000000000004,84.0,89.0,87.0,53.0,59.0,10.0,51.0,62.0,69.0,32.0,63.0,47.0,35.0,67.0,45.0,28.000000000000004,66.4,49.88,44.4,Muchinga,Isoka,,,,,,,,,,no_osr_for_year,
Itezhi-Tezhi,Central,2025,44.0,98.0,32.0,84.0,84.0,53.0,3.0,1.0,51.0,64.0,67.0,95.0,51.0,85.0,38.0,26.0,98.0,91.0,68.4,48.12,67.6,Central,Itezhi-Tezhi,,,,,,,,,,no_osr_for_year,
Kabompo,North-Western,2025,44.0,85.0,84.0,97.0,96.0,53.0,7.000000000000001,3.0,51.0,73.0,44.0,54.0,71.0,77.0,39.0,59.0,45.0,25.0,81.2,44.5,49.0,North-Western,Kabompo,,,,,,,,,,no_osr_for_year,
Kabwe,Central,2025,99.0,56.00000000000001,66.0,90.0,90.0,3.0,16.0,16.0,51.0,46.0,10.0,63.0,56.99999999999999,5.0,90.0,32.0,98.0,65.0,80.2,32.75,58.0,Central,Kabwe,,,,,,,,,,no_osr_for_year,
Kafue,Lusaka,2025,44.0,54.0,32.0,88.0,89.0,2.0,16.0,8.0,2.0,48.0,32.0,93.0,44.0,39.0,87.0,76.0,100.0,68.0,61.4,30.62,74.0,Lusaka,Kafue,,,,,,,,,,no_osr_for_year,
Kalabo,Western,2025,44.0,51.0,32.0,96.0,95.0,53.0,8.0,5.0,51.0,68.0,49.0,44.0,62.0,68.0,33.0,70.0,98.0,89.0,63.6,42.5,71.6,Western,Kalabo,,,,,,,,,,no_osr_for_year,
Kalomo,Southern,2025,44.0,57.99999999999999,32.0,41.0,41.0,1.0,6.0,59.0,51.0,67.0,50.0,43.0,61.0,37.0,67.0,13.0,95.0,97.0,43.2,42.25,61.8,Southern,Kalomo,,,,,,,,,,no_osr_for_year,
Kalulushi,Copperbelt,2025,91.0,71.0,66.0,41.0,84.0,1.0,15.0,15.0,51.0,47.0,9.0,44.0,64.0,15.0,95.0,46.0,92.0,3.0,70.6,30.75,50.2,Copperbelt,Kalulushi,,,,,,,,,,no_osr_for_year,
Kalumbila,North-Western,2025,44.0,86.0,32.0,97.0,95.0,53.0,14.000000000000002,13.0,51.0,42.0,59.0,59.0,19.0,77.0,68.0,93.0,92.0,12.0,70.8,38.75,68.4,North-Western,Kalumbila,,,,,,,,,,no_osr_for_year,
Kanchibiya,Muchiga,2025,44.0,7.000000000000001,32.0,89.0,90.0,5.0,17.0,4.0,0.0,69.0,89.0,22.0,64.0,68.0,15.0,84.0,45.0,68.0,52.4,33.75,56.0,Muchinga,Kanchibiya,,,,,,,,,,no_osr_for_year,
Kaoma,Western,2025,44.0,50.0,32.0,84.0,84.0,53.0,12.0,11.0,51.0,66.0,56.00000000000001,63.0,60.0,57.99999999999999,31.0,22.0,45.0,47.0,58.8,46.5,40.6,Western,Kaoma,,,,,,,,,,no_osr_for_year,
Kapiri Mposhi,Central,2025,44.0,65.0,32.0,91.0,89.0,2.0,10.0,13.0,2.0,59.0,35.0,92.0,49.0,31.0,59.0,53.0,97.0,97.0,64.2,32.75,67.4,Central,Kapiri Mposhi,,,,,,,,,,no_osr_for_year,
Kaputa,Northern,2025,44.0,100.0,84.0,92.0,91.0,53.0,12.0,6.0,51.0,62.0,11.0,18.0,63.0,56.00000000000001,54.0,64.0,45.0,16.0,82.2,34.5,47.0,Northern,Kaputa,,,,,,,,,,no_osr_for_year,
Kasama,Northern,2025,44.0,77.0,32.0,83.0,85.0,5.0,18.0,11.0,2.0,61.0,59.0,19.0,52.0,32.0,24.0,24.0,97.0,43.0,64.2,28.38,44.0,Northern,Kasama,,,,,,,,,,no_osr_for_year,
Kasempa,North-Western,2025,99.0,76.0,84.0,84.0,84.0,53.0,6.0,6.0,51.0,68.0,61.0,61.0,51.0,95.0,18.0,69.0,97.0,56.00000000000001,85.4,44.62,67.0,North-Western,Kasempa,,,,,,,,,,no_osr_for_year,
Kasenengwa,Eastern,2025,44.0,87.0,32.0,87.0,94.0,53.0,2.0,7.000000000000001,51.0,63.0,88.0,96.0,72.0,4.0,24.0,85.0,45.0,72.0,68.8,54.0,46.0,Eastern,Kasenengwa,,,,,,,,,,no_osr_for_year,
Katete,Eastern,2025,44.0,69.0,32.0,86.0,99.0,53.0,10.0,17.0,51.0,57.99999999999999,89.0,98.0,66.0,7.000000000000001,68.0,38.0,92.0,87.0,66.0,55.25,58.4,Eastern,Katete,,,,,,,,,,no_osr_for_year,
Kawambwa,Luapula,2025,44.0,74.0,32.0,98.0,96.0,53.0,10.0,5.0,51.0,61.0,20.0,50.0,55.00000000000001,63.0,53.0,37.0,45.0,27.0,68.8,38.12,45.0,Luapula,Kawambwa,,,,,,,,,,no_osr_for_year,
Kazungula,Southern,2025,44.0,37.0,84.0,41.0,41.0,2.0,6.0,7.000000000000001,2.0,69.0,47.0,94.0,54.0,82.0,66.0,36.0,45.0,95.0,49.4,35.12,64.8,Southern,Kazungula,,,,,,,,,,no_osr_for_year,
Kitwe,Copperbelt,2025,94.0,89.0,68.0,85.0,90.0,1.0,17.0,12.0,1.0,13.0,7.000000000000001,50.0,41.0,0.0,98.0,4.0,97.0,14.000000000000002,85.2,17.75,42.6,Copperbelt,Kitwe,,,,,,,,,,no_osr_for_year,
Lavushimanda,Muchiga,2025,44.0,52.0,84.0,92.0,90.0,4.0,9.0,7.000000000000001,51.0,56.00000000000001,90.0,42.0,41.0,98.0,23.0,70.0,99.0,44.0,72.4,37.5,66.8,Muchinga,Lavushimanda,,,,,,,,,,no_osr_for_year,
Limulunga,Western,2025,44.0,98.0,32.0,84.0,89.0,53.0,2.0,59.0,51.0,68.0,52.0,83.0,69.0,60.0,41.0,41.0,92.0,66.0,69.4,54.62,60.0,Western,Limulunga,,,,,,,,,,no_osr_for_year,
Livingstone,Southern,2025,99.0,90.0,84.0,41.0,85.0,2.0,17.0,10.0,1.0,41.0,26.0,99.0,61.0,11.0,96.0,6.0,99.0,26.0,79.8,32.12,47.6,Southern,Livingstone,,,,,,,,,,no_osr_for_year,
Luampa,Western,2025,96.0,7.000000000000001,84.0,93.0,92.0,53.0,3.0,9.0,51.0,70.0,61.0,65.0,63.0,93.0,23.0,89.0,45.0,45.0,74.4,46.88,59.0,Western,Luampa,,,,,,,,,,no_osr_for_year,
Luangwa,Lusaka,2025,44.0,38.0,84.0,89.0,87.0,53.0,14.000000000000002,2.0,51.0,72.0,82.0,94.0,72.0,77.0,35.0,68.0,95.0,38.0,68.4,55.0,62.6,Lusaka,Luangwa,,,,,,,,,,no_osr_for_year,
Luano,Central,2025,44.0,7.000000000000001,32.0,94.0,99.0,53.0,5.0,7.000000000000001,51.0,53.0,85.0,88.0,41.0,82.0,30.0,85.0,92.0,71.0,55.2,47.88,72.0,Central,Luano,,,,,,,,,,no_osr_for_year,
Luanshya,Copperbelt,2025,89.0,70.0,84.0,91.0,85.0,53.0,15.0,59.0,51.0,36.0,11.0,34.0,55.00000000000001,3.0,91.0,11.0,98.0,7.000000000000001,83.8,39.25,42.0,Copperbelt,Luanshya,,,,,,,,,,no_osr_for_year,
Lufwanyama,Copperbelt,2025,44.0,99.0,84.0,87.0,85.0,53.0,10.0,12.0,51.0,71.0,55.00000000000001,73.0,64.0,65.0,14.000000000000002,81.0,45.0,27.0,79.8,48.62,46.4,Copperbelt,Lufwanyama,,,,,,,,,,no_osr_for_year,
Lukulu,Western,2025,44.0,37.0,84.0,93.0,92.0,53.0,7.000000000000001,5.0,51.0,72.0,51.0,47.0,67.0,70.0,21.0,54.0,45.0,67.0,70.0,44.12,51.4,Western,Lukulu,,,,,,,,,,no_osr_for_year,
Lumezi,Eastern,2025,44.0,25.0,32.0,92.0,97.0,53.0,1.0,4.0,51.0,62.0,88.0,18.0,54.0,56.99999999999999,18.0,73.0,45.0,60.0,58.0,41.38,50.6,Eastern,Lumezi,,,,,,,,,,no_osr_for_year,
Lundazi,Eastern,2025,100.0,42.0,32.0,98.0,97.0,53.0,18.0,10.0,51.0,57.99999999999999,83.0,98.0,70.0,1.0,59.0,31.0,92.0,81.0,73.8,55.12,52.8,Eastern,Lundazi,,,,,,,,,,no_osr_for_year,
Lunga,Luapula,2025,44.0,15.0,84.0,98.0,96.0,53.0,59.0,59.0,51.0,72.0,82.0,13.0,72.0,72.0,19.0,39.0,45.0,15.0,67.4,57.62,38.0,Luapula,Lunga,,,,,,,,,,no_osr_for_year,
Lunte,Northern,2025,44.0,7.000000000000001,84.0,87.0,85.0,53.0,59.0,15.0,51.0,67.0,37.0,51.0,63.0,69.0,30.0,7.000000000000001,45.0,4.0,61.4,49.5,31.0,Northern,Lunte,,,,,,,,,,no_osr_for_year,
Lupososhi,Northern,2025,44.0,63.0,84.0,87.0,85.0,53.0,1.0,59.0,51.0,50.0,48.0,60.0,48.0,44.0,7.000000000000001,79.0,45.0,2.0,72.6,46.25,35.4,Northern,Lupososhi,,,,,,,,,,no_osr_for_year,
Lusaka,Lusaka,2025,96.0,92.0,64.0,95.0,95.0,3.0,17.0,59.0,51.0,1.0,3.0,77.0,31.0,0.0,99.0,1.0,100.0,29.0,88.4,30.25,45.8,Lusaka,Lusaka,,,,,,,,,,no_osr_for_year,
Lusangazi,Eastern,2025,44.0,97.0,32.0,95.0,91.0,53.0,0.0,59.0,51.0,74.0,92.0,79.0,74.0,35.0,29.0,89.0,45.0,54.0,71.8,60.25,50.4,Eastern,Lusangazi,,,,,,,,,,no_osr_for_year,
Luwingu,Northern,2025,44.0,77.0,32.0,87.0,89.0,53.0,1.0,14.000000000000002,51.0,64.0,61.0,56.00000000000001,66.0,48.0,21.0,29.0,92.0,16.0,65.8,45.75,41.2,Northern,Luwingu,,,,,,,,,,no_osr_for_year,
Mafinga,Muchiga,2025,44.0,7.000000000000001,32.0,94.0,94.0,53.0,59.0,15.0,51.0,60.0,76.0,25.0,61.0,43.0,36.0,23.0,45.0,34.0,54.2,50.0,36.2,Muchinga,Mafinga,,,,,,,,,,no_osr_for_year,
Mambwe,Eastern,2025,94.0,44.0,32.0,92.0,100.0,53.0,9.0,4.0,51.0,65.0,89.0,79.0,65.0,48.0,27.0,73.0,98.0,48.0,72.4,51.88,58.8,Eastern,Mambwe,,,,,,,,,,no_osr_for_year,
Mansa,Luapula,2025,44.0,72.0,32.0,94.0,87.0,53.0,14.000000000000002,9.0,51.0,53.0,15.0,78.0,45.0,27.0,54.0,30.0,96.0,10.0,65.8,39.75,43.4,Luapula,Mansa,,,,,,,,,,no_osr_for_year,
Manyinga,North-Western,2025,94.0,37.0,84.0,86.0,87.0,53.0,7.000000000000001,2.0,51.0,74.0,51.0,78.0,71.0,70.0,21.0,59.0,45.0,18.0,77.6,48.38,42.6,North-Western,Manyinga,,,,,,,,,,no_osr_for_year,
Masaiti,Copperbelt,2025,44.0,84.0,32.0,87.0,88.0,4.0,8.0,11.0,51.0,43.0,56.99999999999999,49.0,42.0,22.0,69.0,38.0,92.0,37.0,67.0,33.12,51.6,Copperbelt,Masaiti,,,,,,,,,,no_osr_for_year,
Mazabuka,Southern,2025,94.0,77.0,66.0,96.0,97.0,1.0,13.0,13.0,1.0,41.0,40.0,69.0,39.0,25.0,85.0,9.0,96.0,95.0,86.0,27.12,62.0,Southern,Mazabuka,,,,,,,,,,no_osr_for_year,
Mbala,Northern,2025,100.0,71.0,64.0,92.0,92.0,53.0,59.0,59.0,51.0,60.0,33.0,24.0,65.0,25.0,71.0,48.0,100.0,39.0,83.8,50.5,56.6,Northern,Mbala,,,,,,,,,,no_osr_for_year,
Milengi,Luapula,2025,44.0,24.0,84.0,89.0,87.0,53.0,1.0,0.0,51.0,53.0,49.0,66.0,47.0,70.0,8.0,84.0,45.0,2.0,65.6,40.0,41.8,Luapula,Milengi,,,,,,,,,,no_osr_for_year,
Mitete,Western,2025,44.0,18.0,84.0,93.0,92.0,53.0,2.0,1.0,51.0,71.0,49.0,34.0,68.0,90.0,12.0,77.0,45.0,57.99999999999999,66.2,41.12,56.4,Western,Mitete,,,,,,,,,,no_osr_for_year,
Mkushi,Central,2025,44.0,87.0,32.0,84.0,98.0,4.0,13.0,14.000000000000002,51.0,59.0,90.0,83.0,51.0,44.0,29.0,52.0,96.0,93.0,69.0,45.62,62.8,Central,Mkushi,,,,,,,,,,no_osr_for_year,
Mongu,Western,2025,44.0,90.0,32.0,87.0,82.0,53.0,14.000000000000002,11.0,51.0,62.0,52.0,78.0,59.0,38.0,68.0,22.0,95.0,69.0,67.0,47.5,58.4,Western,Mongu,,,,,,,,,,no_osr_for_year,
Monze,Southern,2025,44.0,63.0,32.0,98.0,82.0,3.0,5.0,59.0,51.0,60.0,44.0,97.0,60.0,17.0,60.0,24.0,92.0,89.0,63.8,47.38,56.4,Southern,Monze,,,,,,,,,,no_osr_for_year,
Mpika,Muchiga,2025,100.0,49.0,32.0,83.0,93.0,5.0,16.0,15.0,0.0,63.0,87.0,63.0,47.0,80.0,36.0,12.0,98.0,73.0,71.4,37.0,59.8,Muchinga,Mpika,,,,,,,,,,no_osr_for_year,
Mpongwe,Copperbelt,2025,44.0,36.0,32.0,94.0,93.0,53.0,13.0,8.0,51.0,63.0,64.0,77.0,56.99999999999999,56.99999999999999,20.0,76.0,45.0,89.0,59.8,48.25,57.4,Copperbelt,Mpongwe,,,,,,,,,,no_osr_for_year,
Mporokoso,Northern,2025,44.0,94.0,84.0,93.0,92.0,53.0,18.0,8.0,51.0,70.0,24.0,45.0,71.0,61.0,49.0,41.0,45.0,0.0,81.4,42.5,39.2,Northern,Mporokoso,,,,,,,,,,no_osr_for_year,
Mpulungu,Northern,2025,44.0,63.0,84.0,93.0,92.0,53.0,18.0,4.0,51.0,54.0,26.0,12.0,43.0,64.0,63.0,8.0,95.0,16.0,75.2,32.62,49.2,Northern,Mpulungu,,,,,,,,,,no_osr_for_year,
Mufulira,Copperbelt,2025,44.0,67.0,32.0,94.0,94.0,1.0,16.0,14.000000000000002,51.0,49.0,16.0,48.0,61.0,3.0,88.0,4.0,99.0,26.0,66.2,32.0,44.0,Copperbelt,Mufulira,,,,,,,,,,no_osr_for_year,
Mufumbwe,North-Western,2025,44.0,95.0,32.0,89.0,88.0,53.0,6.0,9.0,51.0,73.0,53.0,59.0,62.0,95.0,20.0,52.0,92.0,63.0,69.6,45.75,64.4,North-Western,Mufumbwe,,,,,,,,,,no_osr_for_year,
Mulobezi,Western,2025,44.0,7.000000000000001,84.0,83.0,82.0,3.0,3.0,15.0,51.0,69.0,59.0,56.00000000000001,60.0,99.0,27.0,39.0,92.0,39.0,60.0,39.5,59.2,Western,Mulobezi,,,,,,,,,,no_osr_for_year,
Mumbwa,Central,2025,44.0,53.0,32.0,90.0,88.0,53.0,7.000000000000001,12.0,51.0,66.0,62.0,94.0,50.0,63.0,63.0,48.0,100.0,95.0,61.4,49.38,73.8,Central,Mumbwa,,,,,,,,,,no_osr_for_year,
Mungwi,Northern,2025,44.0,79.0,32.0,93.0,95.0,53.0,59.0,12.0,2.0,68.0,59.0,21.0,60.0,43.0,16.0,34.0,45.0,59.0,68.6,41.75,39.4,Northern,Mungwi,,,,,,,,,,no_osr_for_year,
Mushindano,North-Western,2025,44.0,60.0,84.0,90.0,88.0,53.0,4.0,6.0,51.0,57.99999999999999,56.99999999999999,62.0,47.0,90.0,10.0,98.0,45.0,15.0,73.2,42.25,51.6,North-Western,Mushindano,,,,,,,,,,no_osr_for_year,
Mwandi,Western,2025,44.0,7.000000000000001,84.0,83.0,82.0,53.0,11.0,13.0,51.0,71.0,47.0,86.0,70.0,94.0,47.0,14.000000000000002,45.0,50.0,60.0,50.25,50.0,Western,Mwandi,,,,,,,,,,no_osr_for_year,
Mwansabombwe,Luapula,2025,44.0,38.0,84.0,100.0,99.0,53.0,11.0,13.0,51.0,63.0,11.0,41.0,73.0,20.0,57.99999999999999,65.0,45.0,0.0,73.0,39.5,37.6,Luapula,Mwansabombwe,,,,,,,,,,no_osr_for_year,
Mwense,Luapula,2025,44.0,25.0,32.0,100.0,93.0,53.0,6.0,2.0,51.0,35.0,12.0,18.0,42.0,23.0,74.0,37.0,92.0,2.0,58.8,27.38,45.6,Luapula,Mwense,,,,,,,,,,no_osr_for_year,
Mwinilunga,North-Western,2025,44.0,94.0,32.0,98.0,97.0,53.0,11.0,3.0,51.0,63.0,43.0,46.0,47.0,82.0,12.0,78.0,45.0,18.0,73.0,39.62,47.0,North-Western,Mwinilunga,,,,,,,,,,no_osr_for_year,
Nakonde,Muchiga,2025,44.0,62.0,32.0,89.0,83.0,53.0,59.0,14.000000000000002,51.0,56.00000000000001,64.0,81.0,56.00000000000001,34.0,75.0,9.0,45.0,56.99999999999999,62.0,54.25,44.0,Muchinga,Nakonde,,,,,,,,,,no_osr_for_year,
Nalolo,Western,2025,44.0,7.000000000000001,84.0,83.0,82.0,53.0,2.0,6.0,51.0,71.0,47.0,81.0,70.0,60.0,32.0,77.0,45.0,68.0,60.0,47.62,56.4,Western,Nalolo,,,,,,,,,,no_osr_for_year,
Namwala,Southern,2025,44.0,80.0,84.0,83.0,82.0,53.0,8.0,7.000000000000001,51.0,66.0,67.0,90.0,66.0,34.0,28.000000000000004,53.0,45.0,94.0,74.6,51.0,50.8,Southern,Namwala,,,,,,,,,,no_osr_for_year,
Nchelenge,Luapula,2025,44.0,99.0,32.0,87.0,85.0,53.0,14.000000000000002,9.0,51.0,64.0,9.0,35.0,67.0,15.0,49.0,65.0,45.0,1.0,69.4,37.75,35.0,Luapula,Nchelenge,,,,,,,,,,no_osr_for_year,
Ndola,Copperbelt,2025,98.0,75.0,84.0,89.0,85.0,5.0,17.0,59.0,51.0,9.0,13.0,6.0,35.0,1.0,98.0,6.0,95.0,22.0,86.2,24.38,44.4,Copperbelt,Ndola,,,,,,,,,,no_osr_for_year,
Ngabwe,Central,2025,44.0,61.0,32.0,90.0,97.0,53.0,8.0,16.0,51.0,67.0,48.0,92.0,65.0,95.0,38.0,97.0,45.0,72.0,64.8,50.0,69.4,Central,Ngabwe,,,,,,,,,,no_osr_for_year,
Nkeyema,Western,2025,44.0,90.0,84.0,83.0,82.0,53.0,0.0,6.0,51.0,67.0,60.0,93.0,69.0,38.0,31.0,79.0,45.0,70.0,76.6,49.88,52.6,Western,Nkeyema,,,,,,,,,,no_osr_for_year,
Nsama,Northern,2025,44.0,17.0,32.0,99.0,98.0,53.0,5.0,3.0,51.0,57.99999999999999,16.0,7.000000000000001,52.0,84.0,77.0,71.0,45.0,18.0,58.0,30.62,59.0,Northern,Nsama,,,,,,,,,,no_osr_for_year,
Nyimba,Eastern,2025,96.0,96.0,32.0,100.0,98.0,53.0,8.0,10.0,51.0,64.0,91.0,88.0,56.00000000000001,66.0,39.0,29.0,45.0,75.0,84.4,52.62,50.8,Eastern,Nyimba,,,,,,,,,,no_osr_for_year,
Pemba,Southern,2025,44.0,92.0,32.0,41.0,91.0,3.0,2.0,59.0,51.0,59.0,41.0,93.0,68.0,19.0,37.0,57.99999999999999,92.0,62.0,60.0,47.0,53.6,Southern,Pemba,,,,,,,,,,no_osr_for_year,
Petauke,Eastern,2025,44.0,76.0,32.0,92.0,92.0,53.0,12.0,16.0,51.0,56.00000000000001,93.0,100.0,59.0,7.000000000000001,44.0,30.0,45.0,92.0,67.2,55.0,43.6,Eastern,Petauke,,,,,,,,,,no_osr_for_year,
Rufunsa,Lusaka,2025,44.0,82.0,84.0,89.0,87.0,53.0,5.0,11.0,51.0,60.0,81.0,76.0,53.0,81.0,40.0,93.0,45.0,41.0,77.2,48.75,60.0,Lusaka,Rufunsa,,,,,,,,,,no_osr_for_year,
Samfya,Luapula,2025,44.0,62.0,84.0,89.0,87.0,53.0,4.0,3.0,51.0,66.0,73.0,18.0,70.0,16.0,6.0,40.0,45.0,43.0,73.2,42.25,30.0,Luapula,Samfya,,,,,,,,,,no_osr_for_year,
Senanga,Western,2025,44.0,34.0,84.0,83.0,82.0,53.0,7.000000000000001,4.0,51.0,69.0,53.0,80.0,61.0,72.0,26.0,26.0,45.0,56.99999999999999,65.4,47.25,45.2,Western,Senanga,,,,,,,,,,no_osr_for_year,
Senga Hill,Northern,2025,44.0,93.0,84.0,99.0,98.0,53.0,59.0,8.0,1.0,65.0,44.0,51.0,66.0,44.0,37.0,53.0,45.0,35.0,83.6,43.38,42.8,Northern,Senga Hill,,,,,,,,,,no_osr_for_year,
Serenje,Central,2025,44.0,89.0,32.0,91.0,90.0,53.0,15.0,9.0,51.0,66.0,93.0,63.0,57.99999999999999,62.0,23.0,63.0,92.0,73.0,69.2,51.0,62.6,Central,Serenje,,,,,,,,,,no_osr_for_year,
Sesheke,Western,2025,44.0,59.0,32.0,86.0,84.0,53.0,10.0,5.0,51.0,72.0,41.0,93.0,66.0,93.0,55.00000000000001,22.0,45.0,54.0,61.0,48.88,53.8,Western,Sesheke,,,,,,,,,,no_osr_for_year,
Shangombo,Western,2025,44.0,66.0,32.0,97.0,96.0,53.0,1.0,2.0,51.0,73.0,41.0,86.0,68.0,81.0,29.0,95.0,45.0,63.0,67.0,46.88,62.6,Western,Shangombo,,,,,,,,,,no_osr_for_year,
Shibuyunji,Central,2025,44.0,40.0,32.0,83.0,82.0,53.0,3.0,9.0,51.0,65.0,43.0,95.0,73.0,15.0,50.0,52.0,45.0,76.0,56.2,49.0,47.6,Central,Shibuyunji,,,,,,,,,,no_osr_for_year,
Shiwang'Andu,Muchiga,2025,44.0,40.0,32.0,96.0,94.0,53.0,9.0,5.0,51.0,67.0,79.0,14.000000000000002,61.0,74.0,9.0,36.0,92.0,22.0,61.2,42.38,46.6,Muchinga,Shiwang'Andu,,,,,,,,,,no_osr_for_year,
Siavonga,Southern,2025,99.0,77.0,84.0,99.0,98.0,53.0,5.0,0.0,51.0,23.0,41.0,92.0,33.0,47.0,79.0,32.0,92.0,49.0,91.4,37.25,59.8,Southern,Siavonga,,,,,,,,,,no_osr_for_year,
Sikongo,Western,2025,44.0,7.000000000000001,84.0,97.0,96.0,53.0,4.0,1.0,51.0,72.0,44.0,78.0,68.0,79.0,21.0,90.0,45.0,72.0,65.6,46.38,61.4,Western,Sikongo,,,,,,,,,,no_osr_for_year,
Sinazongwe,Southern,2025,44.0,31.0,32.0,98.0,94.0,53.0,13.0,3.0,51.0,32.0,34.0,16.0,30.0,37.0,67.0,44.0,45.0,64.0,59.8,29.0,51.4,Southern,Sinazongwe,,,,,,,,,,no_osr_for_year,
Sinda,Eastern,2025,44.0,50.0,32.0,95.0,95.0,53.0,7.000000000000001,59.0,51.0,61.0,92.0,100.0,67.0,5.0,34.0,54.0,45.0,91.0,63.2,61.25,45.8,Eastern,Sinda,,,,,,,,,,no_osr_for_year,
Sioma,Western,2025,44.0,7.000000000000001,32.0,97.0,97.0,53.0,4.0,1.0,51.0,73.0,41.0,95.0,69.0,79.0,43.0,73.0,45.0,79.0,55.4,48.38,63.8,Western,Sioma,,,,,,,,,,no_osr_for_year,
Solwezi,North-Western,2025,99.0,91.0,84.0,85.0,90.0,53.0,15.0,12.0,51.0,21.0,57.99999999999999,79.0,27.0,24.0,91.0,88.0,99.0,11.0,89.8,39.5,62.6,North-Western,Solwezi,,,,,,,,,,no_osr_for_year,
Vubwi,Eastern,2025,44.0,7.000000000000001,32.0,98.0,100.0,53.0,17.0,59.0,51.0,55.00000000000001,80.0,91.0,71.0,12.0,8.0,22.0,45.0,45.0,56.2,59.62,26.4,Eastern,Vubwi,,,,,,,,,,no_osr_for_year,
Zambezi,North-Western,2025,94.0,40.0,84.0,91.0,89.0,53.0,4.0,2.0,51.0,72.0,44.0,42.0,62.0,80.0,11.0,35.0,92.0,52.0,79.6,41.25,54.0,North-Western,Zambezi,,,,,,,,,,no_osr_for_year,
Zimba,Southern,2025,44.0,92.0,32.0,96.0,88.0,2.0,3.0,59.0,51.0,52.0,34.0,27.0,47.0,55.00000000000001,54.0,44.0,45.0,73.0,70.4,34.38,54.2,Southern,Zimba,,,,,,,,,,no_osr_for_year,
